x,a,b,c,n,t,mu,theta,y
-6.903501898905658,96.28814966583208,9.161045451763282,0.4142786143246992,1.824136716773822,1.0,-0.9308811676621247,-2.390047826256214,2.4435431738384125e-06
3.792933474997465,45.137373610398136,23.736084582498464,0.8501918879032869,3.510132664698271,1.0,-0.5012083766534765,3.7461672948689984,1.2575257860748798e-05
-1.9391050572528208,53.39118426247194,87.99990700520723,0.5459628296483789,1.647898667917282,1.0,0.07331218950201035,-2.69084226963491,9.731702807770153e-05
-1.453880766969755,23.08051699089556,34.24960202449,0.5321616619539629,3.822033813111425,1.0,-0.4493544198371964,-2.0862005707510356,0.04155179405195575
-0.6864301132936408,31.031180803203352,50.07870087501652,0.41835135847769933,2.344398290815279,1.0,-0.0017305417688664448,-3.7450518799833974,0.12352747845682518
-9.525852873661508,85.45248215461675,71.36182117028768,0.36580356394705615,0.409928077151423,1.0,0.18150914711985644,4.912530499677848,2.294749589548053e-16
-9.438177334317626,69.41805556093335,69.44798922086154,0.8126867534991948,1.877540813145765,1.0,-0.9807997713915748,-2.69522042504335,2.203399684715489e-10
2.8707879733448767,35.57193327029042,21.270779907617353,0.2364238054918988,4.241340769647767,1.0,0.8873845818842636,-3.461653689926969,7.056935355048979e-15
-4.594414715273987,97.0594431821542,91.9155403086302,0.7442774554604231,0.1650257866443533,1.0,-0.12337741016039527,-2.470898394915486,9.165592994917812e-12
-4.523590309697308,80.7664324444468,98.8984644413651,0.8342346062151955,2.231042864023837,1.0,0.7989291375938583,-2.8709754509821064,7.0039154772601445e-15
2.7624845989034927,44.001845862595914,83.78143740786031,0.515988113216868,1.0520215139956952,1.0,-0.7773245390635859,-2.345992362705619,5.134822816982554e-11
1.1670687812117748,98.23754508658259,69.14019767198218,0.04801752363181513,0.59215985384038,1.0,0.9684290510488271,2.5500925595723807,0.010518055315316022
2.5037219590053663,65.64722662069826,19.474120978247456,0.7611015067714505,4.54624996683039,1.0,-0.8171463309651235,1.7867185303934843,0.00010471425674651741
-4.685182263878013,90.49255334585173,88.23465306064159,0.801363510276809,3.342357272442775,1.0,0.9916176385151727,-0.7694788417054843,0.09659113958652944
-5.383518633490512,41.48441529152633,97.12501957432539,0.0489173813142487,1.3689914010439734,1.0,-0.13114324844858616,-0.9438142728297354,3.521910762712893e-15
0.06563615384284915,84.04344715627717,35.294049944092585,0.8832084023730546,4.315428265975559,1.0,-0.4124010875409774,-1.705541481588233,0.004904778833637958
0.6897812908548246,95.90270947800273,53.04271078879119,0.6799537050766441,3.5434832169199577,1.0,-0.012513030146092063,3.2960927721775697,0.002019829248369621
-1.312948650025838,57.29707851769995,92.32938371464111,0.24299657476618045,0.9769210442068743,1.0,-0.4383805513328227,-4.5739662860118795,0.00011298021945933252
-7.950039138873649,98.97800052734564,6.533773772740126,0.6376484451717375,0.8862667928149731,1.0,0.5898235416156195,-2.7291637247272016,1.8366146862580003e-11
2.5410221729379483,84.35632821219508,1.7261900203451197,0.8603183606563256,3.7242275189558782,1.0,-0.7304866743534235,-4.912957009409431,3.5794181876594216e-16
-2.391570024545457,26.970227645305165,91.95712174879888,0.8508254936999375,3.1317732156308047,1.0,-0.7460370258612483,-1.9753295535899618,0.012446252789347615
3.566990453964891,16.813116067883104,38.92808540520777,0.6483853753801145,0.5824845204451345,1.0,-0.3017233661362455,0.3359095770446281,0.1289593678519391
-5.815871896685241,39.0020878064701,35.31770265593131,0.2675043998398941,2.796153210144513,1.0,0.14382392838651725,-1.6222608555510067,2.754679388440228e-11
0.2954329140063692,27.040123916207946,82.81264229780591,0.8429441029329927,1.021623617205103,1.0,-0.8394855176593752,-1.1873968068329388,8.043094940204079e-13
1.5305058052662783,64.80925170222255,59.96888131693249,0.7651338746680726,4.610874832131698,1.0,0.7363566867155105,-1.3733280547360538,0.06246903269187569
-3.1441052466838952,1.286408781101256,34.124174062120325,0.5828760437465058,1.5776399409146298,1.0,0.9902532737215048,-3.940115509850086,6.281887153355716e-09
-4.851744323193943,0.504519608301035,31.490051509670323,0.5638328743700651,1.805335646915337,1.0,0.054854700086423236,-2.0313951348166768,1.7550916318693405e-11
-6.30000624307183,60.72907042322937,81.11137126606393,0.7232116093538132,1.5698182239508536,1.0,0.870182052555446,-3.0951977030968214,8.667675848108073e-15
-3.5204113685307084,39.80900585080636,38.33035099646034,0.6910262259362189,1.8721026767658406,1.0,0.5784184909414232,3.128595438633141,3.27161902479082e-15
